ID,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Provider Latitude,Provider Longitude
3470,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,27,39841.51852,12378.85185,11074.62963,35.5031749,-78.344072
3471,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,102,27301.93137,11917.35294,10959.90196,36.0909698,-79.786519
3472,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,15,27513.86667,11453.2,9654.6,35.8048172,-80.2884882
3473,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,27,42966.66667,11034,10056.37037,36.261809,-80.838577
3474,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,57,47432.24561,10907.14035,9572.421053,35.2103414,-80.8206209
3475,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,24,36433.75,13337,10720.41667,36.285553,-76.994887
3476,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,17,32544.05882,13217.82353,11797.52941,36.323798,-76.2180397
3477,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,86,60342,15546.4186,14595.36047,35.2039422,-80.8391434
3478,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,86,38750.52326,10688.33721,8966.116279,35.8179864,-78.7029576
3479,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,89,30655.31461,11503.76404,10194.69663,35.205542,-79.456449
3480,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,32,58875.03125,10409.625,9407.875,35.737525,-81.337137
3481,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,19,36026.05263,11391.73684,10542.47368,35.364566,-80.194498
3482,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro,27,24888.59259,11174.2963,10152.07407,35.71177,-79.8148933
3483,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,26,44422.96154,12637.61538,11622.34615,35.718497,-77.9451799
3484,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340127,GRANVILLE MEDICAL CENTER,COLLEGE ST BOX 947,OXFORD,NC,27565,NC - Durham,16,29748.5625,11841.4375,10691.4375,36.3107004,-78.5908345
3485,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,22,65682.36364,11353.45455,9152.5,35.5490677,-80.854179
3486,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,36,34746.77778,12041.66667,11021.44444,34.9738157,-80.5225031
3487,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,55,30005.30909,12970.65455,11602.74545,35.114204,-77.065681
3488,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,20,32287.25,12061.4,11086,36.3338756,-78.3955986
3489,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,157,34951.97452,12979.38854,11626.44586,34.2378598,-77.9476394
3490,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,35,29125.94286,12972.71429,11856.6,34.7262246,-76.7549479
3491,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,43,46643.74419,11575.7907,10159.97674,35.7138325,-81.267284
3492,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,21,44095.47619,10855.19048,9811.571429,35.490295,-81.203192
3493,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,35,30052.77143,12820.25714,11897.51429,35.9731602,-77.8485274
3494,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340153,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,1901 RANDOLPH RD,CHARLOTTE,NC,28207,NC - Charlotte,64,40744.89063,10392.04688,9008.4375,35.210761,-80.823595
3495,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,51,44655.21569,12189.37255,11265.68627,36.0558699,-78.9034991
3496,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,19,38290.52632,11598.94737,10810.52632,34.009061,-78.289923
3497,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,NC - Durham,12,27314.08333,12696.5,11839.5,36.4067949,-78.9854912
3498,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340160,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,GA - Atlanta,21,31039.90476,12470.61905,9886.52381,35.0735194,-83.9667927
3499,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,70,39985.9,10493.12857,9558.671429,35.1143176,-80.7197131
3500,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,38,46604.76316,10784.36842,9729.105263,35.740747,-78.781718
3501,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,28,43148.32143,11264.42857,9319.821429,35.406344,-80.860052
3502,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,33,37091.93939,10437.0303,9487.545455,35.5258779,-82.9435088
3503,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,27,23319.62963,9347.481481,8368.074074,35.5491604,-77.039816
3504,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,24,34356.83333,10317.45833,8167.958333,35.43802,-80.601489
3505,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,42,27571.88095,9731.238095,8720.857143,35.576583,-82.549222
3506,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,22,24293.90909,8800.454545,7861.181818,35.95,-80
3507,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,28,29699.60714,9841.178571,8066.321429,35.362513,-81.966918
3508,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,26,25209.23077,9380.5,7892.653846,36.0758078,-80.2977909
3509,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,22,27476.31818,9013.909091,8023.181818,35.681722,-80.470716
3510,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,16,41314.125,8766,7688.25,35.4689369,-79.1866809
3511,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,22,36649.36364,10030.72727,8031.045455,35.302883,-81.535711
3512,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,32,34525.28125,10330.5,9431.125,35.0326463,-78.9320945
3513,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,13,41801.07692,14273.53846,11637.69231,36.0083926,-78.9394587
3514,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,18,25064.22222,9710.722222,8689.833333,35.2734149,-81.1368781
3515,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,12,34147.33333,13597.58333,11225.83333,36.0906186,-80.2716076
3516,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,15,41689,11228.86667,10228.6,34.637229,-79.012133
3517,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,31,36573,11140.16129,9387.967742,35.7852802,-78.5883785
3518,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,30,22331,9752,8911.466667,36.0909698,-79.786519
3519,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,14,33856.14286,8775.928571,7711.071429,35.2103414,-80.8206209
3520,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,20,49798.4,13186.7,10029.3,35.2039422,-80.8391434
3521,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,19,32720.78947,8477.684211,7630.947368,35.8179864,-78.7029576
3522,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,25,23433.08,9407.4,8579.88,35.205542,-79.456449
3523,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,21,42816.80952,8699.571429,7550.428571,35.737525,-81.337137
3524,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,18,37706.83333,9904.222222,8819.111111,35.718497,-77.9451799
3525,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,15,31953.26667,9857.8,8785.266667,34.9738157,-80.5225031
3526,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,20,24938.4,10290,9374.8,35.114204,-77.065681
3527,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,21,25503.42857,10788.66667,9026.238095,34.2378598,-77.9476394
3528,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,19,31172.52632,9456.157895,8485.210526,35.7138325,-81.267284
3529,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,12,22382.83333,10699.16667,9741.833333,35.9731602,-77.8485274
3530,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340153,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,1901 RANDOLPH RD,CHARLOTTE,NC,28207,NC - Charlotte,13,37805.30769,8793.769231,6553.076923,35.210761,-80.823595
3531,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,14,36496.14286,9975.714286,8912.571429,36.0558699,-78.9034991
3532,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,11,36959.36364,9472.090909,8530.636364,34.009061,-78.289923
3533,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,11,39822.63636,8874.727273,7830.363636,35.740747,-78.781718
3534,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,55,29351.36364,7381.254545,5239.454545,35.576583,-82.549222
3535,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,54,21151.2037,6644.166667,4817.055556,36.0758078,-80.2977909
3536,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,20,45161.1,10452.6,8194.5,36.0083926,-78.9394587
3537,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,17,19675.11765,6500.764706,4881.764706,35.2734149,-81.1368781
3538,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,14,29734.85714,5477.857143,4330.428571,35.799858,-80.87863
3539,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,74,30857,8570.810811,6881.662162,35.607262,-77.404766
3540,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,25,21780.92,8966.32,6692.6,36.0906186,-80.2716076
3541,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340049,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,NC - Durham,17,23644.29412,5531,4380.647059,36.042904,-78.896895
3542,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,16,29114.0625,7944.25,4971.375,35.2219554,-80.8328724
3543,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,23,23788.73913,7372.217391,5661.391304,35.7852802,-78.5883785
3544,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,18,30877.22222,6392.166667,5311.055556,35.8283144,-78.6181122
3545,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,105,12840.8381,6442.790476,5032.114286,36.0909698,-79.786519
3546,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,12,22658.75,6824.666667,5678.666667,35.921155,-77.555852
3547,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,58,39666.06897,8147.862069,6846.603448,35.2039422,-80.8391434
3548,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,40,17245.175,5934.95,3864.225,35.8179864,-78.7029576
3549,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,42,25324.04762,6619.309524,4816.166667,35.205542,-79.456449
3550,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,25,41613.6,5767.8,4401.36,35.737525,-81.337137
3551,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,20,24676.75,6924.05,5776.45,34.2378598,-77.9476394
3552,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340153,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,1901 RANDOLPH RD,CHARLOTTE,NC,28207,NC - Charlotte,19,28520.94737,7271.157895,3584,35.210761,-80.823595
3553,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,17,30275.82353,6608.764706,5220.705882,36.0558699,-78.9034991
3554,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,25,34886.64,5761.76,4610.56,35.5258779,-82.9435088
3555,536 - FRACTURES OF HIP & PELVIS W/O MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,14,16476.78571,4956.142857,3970.428571,35.43802,-80.601489
3556,536 - FRACTURES OF HIP & PELVIS W/O MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,39,11557.28205,4623.564103,3561.410256,35.576583,-82.549222
3557,536 - FRACTURES OF HIP & PELVIS W/O MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,12,12512.41667,4328.166667,3276.5,35.95,-80
3558,536 - FRACTURES OF HIP & PELVIS W/O MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,13,9274.692308,4920.692308,4037,35.3977239,-77.9525029
3559,536 - FRACTURES OF HIP & PELVIS W/O MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,18,10088.33333,4475.444444,3513.444444,36.0758078,-80.2977909
3560,536 - FRACTURES OF HIP & PELVIS W/O MCC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,15,11346.26667,4272.533333,3278.666667,35.681722,-80.470716
3561,536 - FRACTURES OF HIP & PELVIS W/O MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,12,8081.916667,4312.583333,2853.083333,35.3208531,-82.4677383
3562,536 - FRACTURES OF HIP & PELVIS W/O MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,17,12092.35294,4471.882353,3596.352941,35.302883,-81.535711
3563,536 - FRACTURES OF HIP & PELVIS W/O MCC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,12,7507.833333,4139.666667,2924.75,35.008338,-78.323393
3564,536 - FRACTURES OF HIP & PELVIS W/O MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,20,16594.3,5156.8,4078.25,35.0326463,-78.9320945
3565,536 - FRACTURES OF HIP & PELVIS W/O MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,18,18004.77778,7092.833333,6196.388889,36.0083926,-78.9394587
3566,536 - FRACTURES OF HIP & PELVIS W/O MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,21,12196.2381,4392.095238,3406.952381,35.2734149,-81.1368781
3567,536 - FRACTURES OF HIP & PELVIS W/O MCC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,13,12878.23077,4071.307692,3282.076923,35.799858,-80.87863
3568,536 - FRACTURES OF HIP & PELVIS W/O MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,20,20461,6516.45,5477.25,35.607262,-77.404766
3569,536 - FRACTURES OF HIP & PELVIS W/O MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,13,16007.38462,7529.923077,6058.384615,36.0906186,-80.2716076
3570,536 - FRACTURES OF HIP & PELVIS W/O MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,17,18941.35294,5449.411765,4569.647059,34.637229,-79.012133
3571,536 - FRACTURES OF HIP & PELVIS W/O MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,16,16062.6875,4564.9375,3630.1875,35.2219554,-80.8328724
3572,536 - FRACTURES OF HIP & PELVIS W/O MCC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,13,13337.23077,8055.307692,7258.692308,35.9052623,-79.0509735
