DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
811 - RED BLOOD CELL DISORDERS W MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,32,20151.0625,8641.90625,7925.40625
811 - RED BLOOD CELL DISORDERS W MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,18,18261.33333,7937.444444,6758.555556
811 - RED BLOOD CELL DISORDERS W MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,12,17847.08333,8005.333333,7527.666667
811 - RED BLOOD CELL DISORDERS W MCC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,11,23012,7469.636364,6847.818182
811 - RED BLOOD CELL DISORDERS W MCC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,12,18125,6868,6007
811 - RED BLOOD CELL DISORDERS W MCC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,19,25794.47368,8042.894737,6765.473684
812 - RED BLOOD CELL DISORDERS W/O MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,68,15731.57353,5316.205882,4128.985294
812 - RED BLOOD CELL DISORDERS W/O MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,71,15667.3662,5253.605634,4433.521127
812 - RED BLOOD CELL DISORDERS W/O MCC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,29,11011.34483,4701.034483,3988.482759
812 - RED BLOOD CELL DISORDERS W/O MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,25,15748.36,4632.76,3759
812 - RED BLOOD CELL DISORDERS W/O MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,42,18305.16667,5113.357143,4388.119048
812 - RED BLOOD CELL DISORDERS W/O MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,52,12338.42308,5381.230769,4431.538462
812 - RED BLOOD CELL DISORDERS W/O MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,29,12825.2069,4862.137931,3872.206897
812 - RED BLOOD CELL DISORDERS W/O MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,52,14870.38462,5150.480769,4293.634615
812 - RED BLOOD CELL DISORDERS W/O MCC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,20,15065.45,4962.55,3569
812 - RED BLOOD CELL DISORDERS W/O MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,16,16470.25,4486.125,3548.375
812 - RED BLOOD CELL DISORDERS W/O MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,45,15172.04444,4598.666667,3591.022222
812 - RED BLOOD CELL DISORDERS W/O MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,26,15153.96154,4834.615385,3968.538462
812 - RED BLOOD CELL DISORDERS W/O MCC,340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville,12,7924.666667,4688.333333,3825.333333
812 - RED BLOOD CELL DISORDERS W/O MCC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,13,18478.07692,5374,4209.076923
812 - RED BLOOD CELL DISORDERS W/O MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,40,16674.125,5119.275,4342.6
812 - RED BLOOD CELL DISORDERS W/O MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,98,22042.92857,5736.571429,4703.969388
812 - RED BLOOD CELL DISORDERS W/O MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,182,22269.57143,8273.5,7072.17033
812 - RED BLOOD CELL DISORDERS W/O MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,57,17402.49123,5124.719298,4359.105263
812 - RED BLOOD CELL DISORDERS W/O MCC,340036,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,NC - Raleigh,13,20253,5954.692308,4935.769231
812 - RED BLOOD CELL DISORDERS W/O MCC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,49,23750.69388,4452.163265,3413.612245
812 - RED BLOOD CELL DISORDERS W/O MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,153,18056.44444,7310.372549,6007.183007
812 - RED BLOOD CELL DISORDERS W/O MCC,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory,11,11922.72727,4897.818182,3958.545455
812 - RED BLOOD CELL DISORDERS W/O MCC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,34,13407.61765,5025.941176,4079.588235
812 - RED BLOOD CELL DISORDERS W/O MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,96,13655.07292,7271,6286.822917
812 - RED BLOOD CELL DISORDERS W/O MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,39,16997.46154,5957.666667,5251.205128
812 - RED BLOOD CELL DISORDERS W/O MCC,340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,TN - Johnson City,16,13678.9375,5864.625,4862.125
812 - RED BLOOD CELL DISORDERS W/O MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,150,19312.22667,5121.1,4173.68
812 - RED BLOOD CELL DISORDERS W/O MCC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,26,9864.230769,4721.230769,4104.307692
812 - RED BLOOD CELL DISORDERS W/O MCC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,56,12666.44643,8096.696429,7388.589286
812 - RED BLOOD CELL DISORDERS W/O MCC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,11,12649.18182,4609.363636,3672.272727
812 - RED BLOOD CELL DISORDERS W/O MCC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,38,9891.552632,5548,4504.631579
812 - RED BLOOD CELL DISORDERS W/O MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,62,18969.90323,5649.903226,4657.016129
812 - RED BLOOD CELL DISORDERS W/O MCC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,33,10574.06061,4913,4110.212121
812 - RED BLOOD CELL DISORDERS W/O MCC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,48,14515.02083,5837,5101.8125
812 - RED BLOOD CELL DISORDERS W/O MCC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,43,14507.25581,4529.813953,3620.511628
812 - RED BLOOD CELL DISORDERS W/O MCC,340075,CMC-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte,17,16746.82353,4992.176471,4181.823529
812 - RED BLOOD CELL DISORDERS W/O MCC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,45,20899.33333,5397.422222,4471.4
812 - RED BLOOD CELL DISORDERS W/O MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,144,13492.56944,5261.958333,4329.715278
812 - RED BLOOD CELL DISORDERS W/O MCC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,11,8250.818182,4749.636364,4226.363636
812 - RED BLOOD CELL DISORDERS W/O MCC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,14,16413.5,4667.071429,4092.5
812 - RED BLOOD CELL DISORDERS W/O MCC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,66,15151.12121,4730.090909,3714.242424
812 - RED BLOOD CELL DISORDERS W/O MCC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,20,11461,5055.7,4192.3
812 - RED BLOOD CELL DISORDERS W/O MCC,340106,SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,NC - Charlotte,43,21337.76744,4799.348837,4211.813953
812 - RED BLOOD CELL DISORDERS W/O MCC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,25,15923.52,5925.24,4219.92
812 - RED BLOOD CELL DISORDERS W/O MCC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,24,13240.95833,5451.333333,4636.5
812 - RED BLOOD CELL DISORDERS W/O MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,97,15916.58763,6900.319588,5552.494845
812 - RED BLOOD CELL DISORDERS W/O MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,60,18076.4,5244.616667,4573.866667
812 - RED BLOOD CELL DISORDERS W/O MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,115,13785.0087,4990.234783,4058.495652
812 - RED BLOOD CELL DISORDERS W/O MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,36,22477.80556,4498.611111,3730.611111
812 - RED BLOOD CELL DISORDERS W/O MCC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,20,14736.65,4826.8,3963.4
812 - RED BLOOD CELL DISORDERS W/O MCC,340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,NC - Greenville,17,11941.17647,5329.705882,4587.352941
812 - RED BLOOD CELL DISORDERS W/O MCC,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro,18,12466.61111,4797.944444,3839.944444
812 - RED BLOOD CELL DISORDERS W/O MCC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,43,19587.83721,5559.186047,3541.348837
812 - RED BLOOD CELL DISORDERS W/O MCC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,24,26162.41667,4599.791667,3688.583333
812 - RED BLOOD CELL DISORDERS W/O MCC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,45,8956.111111,5518.577778,4094.955556
812 - RED BLOOD CELL DISORDERS W/O MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,50,12385.94,5711.3,4276.16
812 - RED BLOOD CELL DISORDERS W/O MCC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,30,9625.033333,5101.3,4219.033333
812 - RED BLOOD CELL DISORDERS W/O MCC,340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,NC - Greenville,15,19253.6,5202.2,4356.066667
812 - RED BLOOD CELL DISORDERS W/O MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,118,11957.92373,5551.720339,4644.29661
812 - RED BLOOD CELL DISORDERS W/O MCC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,21,11797.66667,5430.238095,4390.047619
812 - RED BLOOD CELL DISORDERS W/O MCC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,15,13908.8,5071.933333,4271.533333
812 - RED BLOOD CELL DISORDERS W/O MCC,340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,NC - Winston-Salem,11,20449,4887.272727,4466.909091
812 - RED BLOOD CELL DISORDERS W/O MCC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,31,13333,4823.354839,3976.548387
812 - RED BLOOD CELL DISORDERS W/O MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,60,13001.38333,5576.416667,4744.116667
812 - RED BLOOD CELL DISORDERS W/O MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,49,15092.04082,4965.428571,4238
812 - RED BLOOD CELL DISORDERS W/O MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,38,16655.5,5287.157895,4315.578947
812 - RED BLOOD CELL DISORDERS W/O MCC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,30,13791.56667,4883.8,4308.2
812 - RED BLOOD CELL DISORDERS W/O MCC,340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,NC - Durham,18,11703.88889,5474.444444,4133.777778
812 - RED BLOOD CELL DISORDERS W/O MCC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,19,16172.21053,4887.736842,4223.526316
812 - RED BLOOD CELL DISORDERS W/O MCC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,29,15611.24138,4570.344828,3370.241379
812 - RED BLOOD CELL DISORDERS W/O MCC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,35,20899.91429,4481.914286,3758.028571
812 - RED BLOOD CELL DISORDERS W/O MCC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,28,12616.92857,4551.285714,3852
812 - RED BLOOD CELL DISORDERS W/O MCC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,22,10466.04545,4536.454545,3753.727273
812 - RED BLOOD CELL DISORDERS W/O MCC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,22,7232.954545,3738.5,2955.772727
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,46,88945.86957,33915.17391,32455.84783
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,56,83277.69643,36530.98214,33907.32143
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,29,85126.62069,32522.06897,30274.65517
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,38,53411.89474,34638.89474,33109.34211
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,60,85515.53333,34401.95,33480.83333
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,11,78315.36364,27494.36364,26657.90909
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,25,86564.28,32190.56,31469.72
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,17,60391.82353,32447.11765,31701.94118
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,121,120074.438,37158.52893,35946.3719
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,51,135800.9608,53142.05882,52420.52941
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,56,87864.46429,33757.53571,32027.10714
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,21,78093.04762,26072.28571,24756.28571
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,98,162381.7857,57010.80612,54848.66327
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,73,105784.6438,48166.94521,46118.0274
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,15,121558.8,41525.4,40191.06667
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,35,100018.4857,38705,34354.8
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,56,93148.375,54556.66071,52675.67857
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,15,55036.26667,33442.86667,32758.86667
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,58,138851.7241,40665.44828,39537.98276
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,17,39555.58824,29007.47059,25339.41176
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,30,70353.6,31566.43333,28457.43333
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,43,65894.97674,32680,31421.95349
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,39,84846.38462,32549.61538,29822.66667
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,17,47171,30862.52941,30121.58824
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,19,52546.31579,32872.10526,32145.78947
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,56,119303.3929,46198.71429,40146.23214
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,43,89424.13953,34394.7907,27368.48837
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,53,71817.66038,33176.96226,29558.07547
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,16,176310.1875,32108,27503
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,11,62170.27273,28433.81818,27910.54545
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,25,92465.84,35745.64,34784.2
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,13,65032.30769,32351.07692,31224.69231
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,34,65266.38235,37008.17647,36294.88235
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,71,80240.16901,35966.38028,35207.5493
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,18,47239.05556,35423.5,34697.22222
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,16,92497.5,32179.25,31229.4375
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,12,67292.5,25963.75,25100.83333
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,18,82627.44444,40097.38889,37483.05556
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,22,42997.04545,29986,28155.90909
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,29,90825.24138,34284.31034,33649
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,12,63876.66667,29881.5,22745.16667
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,14,96294.42857,32110.64286,31377.78571
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,14,84775.57143,35256.42857,34513.28571
